COD. UF,UF,CODMUN7,NOME DO MUNICÍPIO,POP20,POP21,POP22
31,MG,3163508,São José do Jacuri,6431,6409,6098
31,MG,3163607,São José do Mantimento,2806,2821,2768
31,MG,3163706,São Lourenço,46202,46539,44432
31,MG,3163805,São Miguel do Anta,6944,6949,6219
31,MG,3163904,São Pedro da União,4610,4563,4869
31,MG,3164001,São Pedro dos Ferros,7706,7634,7122
31,MG,3164100,São Pedro do Suaçuí,5202,5160,5108
31,MG,3164209,São Romão,12529,12713,9783
31,MG,3164308,São Roque de Minas,7076,7100,6893
31,MG,3164407,São Sebastião da Bela Vista,5552,5598,6390
31,MG,3164431,São Sebastião da Vargem Alegre,3024,3039,3113
31,MG,3164472,São Sebastião do Anta,6627,6697,6195
31,MG,3164506,São Sebastião do Maranhão,9963,9884,9918
31,MG,3164605,São Sebastião do Oeste,6863,6948,8819
31,MG,3164704,São Sebastião do Paraíso,71445,71915,70976
31,MG,3164803,São Sebastião do Rio Preto,1492,1478,1231
31,MG,3164902,São Sebastião do Rio Verde,2250,2259,2299
31,MG,3165008,São Tiago,10960,10979,11741
31,MG,3165107,São Tomás de Aquino,7000,6980,6745
31,MG,3165206,São Tomé das Letras,7120,7151,6782
31,MG,3165305,São Vicente de Minas,7815,7876,6669
31,MG,3165404,Sapucaí-Mirim,6989,7045,6288
31,MG,3165503,Sardoá,6361,6421,4774
31,MG,3165537,Sarzedo,33413,34050,36581
31,MG,3165552,Setubinha,12378,12493,9797
31,MG,3165560,Sem-Peixe,2606,2579,2382
31,MG,3165578,Senador Amaral,5361,5365,6208
31,MG,3165602,Senador Cortes,2003,2001,2237
31,MG,3165701,Senador Firmino,7858,7902,7716
31,MG,3165800,Senador José Bento,1461,1422,2071
31,MG,3165909,Senador Modestino Gonçalves,4105,4056,3926
31,MG,3166006,Senhora de Oliveira,5786,5786,5295
31,MG,3166105,Senhora do Porto,3519,3516,3032
31,MG,3166204,Senhora dos Remédios,10467,10474,9925
31,MG,3166303,Sericita,7333,7340,7345
31,MG,3166402,Seritinga,1854,1857,1812
31,MG,3166501,Serra Azul de Minas,4292,4292,3906
31,MG,3166600,Serra da Saudade,776,771,836
31,MG,3166709,Serra dos Aimorés,8713,8725,6847
31,MG,3166808,Serra do Salitre,11668,11750,13152
31,MG,3166907,Serrania,7668,7667,7518
31,MG,3166956,Serranópolis de Minas,4809,4836,4398
31,MG,3167004,Serranos,1956,1949,1952
31,MG,3167103,Serro,20940,20915,21813
31,MG,3167202,Sete Lagoas,241835,243950,233398
31,MG,3167301,Silveirânia,2264,2267,2322
31,MG,3167400,Silvianópolis,6248,6258,6061
31,MG,3167509,Simão Pereira,2618,2621,2913
31,MG,3167608,Simonésia,19736,19834,19807
31,MG,3167707,Sobrália,5514,5476,4893
31,MG,3167806,Soledade de Minas,6189,6226,5602
31,MG,3167905,Tabuleiro,3708,3669,3926
31,MG,3168002,Taiobeiras,34397,34653,33071
31,MG,3168051,Taparuba,3101,3093,3390
31,MG,3168101,Tapira,4832,4890,3975
31,MG,3168200,Tapiraí,1872,1869,1689
31,MG,3168309,Taquaraçu de Minas,4099,4120,4135
31,MG,3168408,Tarumirim,14302,14280,11900
31,MG,3168507,Teixeiras,11670,11680,12105
31,MG,3168606,Teófilo Otoni,140937,141269,142030
31,MG,3168705,Timóteo,90568,91268,77856
31,MG,3168804,Tiradentes,8072,8160,7508
31,MG,3168903,Tiros,6424,6369,8152
31,MG,3169000,Tocantins,16715,16769,14912
31,MG,3169059,Tocos do Moji,4109,4117,4086
31,MG,3169109,Toledo,6297,6336,7190
31,MG,3169208,Tombos,7850,7683,8621
31,MG,3169307,Três Corações,80032,80561,75313
31,MG,3169356,Três Marias,32716,33062,28320
31,MG,3169406,Três Pontas,56940,57127,53511
31,MG,3169505,Tumiritinga,6765,6797,5611
31,MG,3169604,Tupaciguara,25398,25466,25500
31,MG,3169703,Turmalina,20125,20280,19933
31,MG,3169802,Turvolândia,5070,5099,4859
31,MG,3169901,Ubá,116797,117995,98705
31,MG,3170008,Ubaí,12599,12661,11606
31,MG,3170057,Ubaporanga,12493,12514,12805
31,MG,3170107,Uberaba,337092,340277,359090
31,MG,3170206,Uberlândia,699097,706597,725536
31,MG,3170305,Umburatiba,2596,2582,2686
31,MG,3170404,Unaí,84930,85461,86867
31,MG,3170438,União de Minas,4284,4265,3671
31,MG,3170479,Uruana de Minas,3260,3256,3268
31,MG,3170503,Urucânia,10345,10333,10480
31,MG,3170529,Urucuia,17173,17470,17433
31,MG,3170578,Vargem Alegre,6470,6460,6195
31,MG,3170602,Vargem Bonita,2148,2143,1984
31,MG,3170651,Vargem Grande do Rio Pardo,5026,5045,4631
31,MG,3170701,Varginha,136602,137608,137078
31,MG,3170750,Varjão de Minas,7138,7235,7023
31,MG,3170800,Várzea da Palma,39803,40101,32885
31,MG,3170909,Varzelândia,19305,19290,18842
31,MG,3171006,Vazante,20642,20692,20771
31,MG,3171030,Verdelândia,9443,9527,7348
31,MG,3171071,Veredinha,5727,5733,5148
31,MG,3171105,Veríssimo,4045,4090,3289
31,MG,3171154,Vermelho Novo,4846,4852,4916
31,MG,3171204,Vespasiano,129765,131849,137821
31,MG,3171303,Viçosa,79388,79910,85119
31,MG,3171402,Vieiras,3589,3570,3701
31,MG,3171501,Mathias Lobato,3179,3157,2912
31,MG,3171600,Virgem da Lapa,13740,13729,11513
31,MG,3171709,Virgínia,8663,8652,8933
31,MG,3171808,Virginópolis,10484,10459,10336
31,MG,3171907,Virgolândia,5340,5303,4848
31,MG,3172004,Visconde do Rio Branco,42965,43351,38493
31,MG,3172103,Volta Grande,5261,5270,4367
31,MG,3172202,Wenceslau Braz,2548,2543,2279
32,ES,3200102,Afonso Cláudio,30455,30326,30603
32,ES,3200136,Águia Branca,9631,9621,9714
32,ES,3200169,Água Doce do Norte,10909,10801,12038
32,ES,3200201,Alegre,29975,29869,26397
32,ES,3200300,Alfredo Chaves,14636,14670,13303
32,ES,3200359,Alto Rio Novo,7874,7911,7438
32,ES,3200409,Anchieta,29779,30285,29613
32,ES,3200508,Apiacá,7554,7542,7178
32,ES,3200607,Aracruz,103101,104942,99336
32,ES,3200706,Atilio Vivacqua,12105,12270,11218
32,ES,3200805,Baixo Guandu,31132,31263,30676
32,ES,3200904,Barra de São Francisco,44979,45301,40753
32,ES,3201001,Boa Esperança,15092,15146,13134
32,ES,3201100,Bom Jesus do Norte,9962,9988,9832
32,ES,3201159,Brejetuba,12427,12450,12933
32,ES,3201209,Cachoeiro de Itapemirim,210589,212172,196133
32,ES,3201308,Cariacica,383917,386495,375500
32,ES,3201407,Castelo,37747,37956,39372
32,ES,3201506,Colatina,123400,124283,124575
32,ES,3201605,Conceição da Barra,31273,31479,27947
32,ES,3201704,Conceição do Castelo,12806,12887,12219
32,ES,3201803,Divino de São Lourenço,4270,4236,5089
32,ES,3201902,Domingos Martins,33986,34120,35937
32,ES,3202009,Dores do Rio Preto,6771,6793,6669
32,ES,3202108,Ecoporanga,22835,22748,21995
32,ES,3202207,Fundão,21948,22379,17884
32,ES,3202256,Governador Lindenberg,12880,13047,11073
32,ES,3202306,Guaçuí,31122,31372,28727
32,ES,3202405,Guarapari,126701,128504,132915
32,ES,3202454,Ibatiba,26426,26762,25296
32,ES,3202504,Ibiraçu,12591,12701,12561
32,ES,3202553,Ibitirama,8859,8830,9550
32,ES,3202603,Iconha,13973,14083,12055
32,ES,3202652,Irupi,13526,13672,13328
32,ES,3202702,Itaguaçu,14023,13982,14368
32,ES,3202801,Itapemirim,34656,34957,45801
32,ES,3202900,Itarana,10494,10433,12452
32,ES,3203007,Iúna,29290,29417,27846
32,ES,3203056,Jaguaré,31039,31589,28911
32,ES,3203106,Jerônimo Monteiro,12265,12336,11627
32,ES,3203130,João Neiva,16722,16774,15431
32,ES,3203163,Laranja da Terra,10933,10919,11068
32,ES,3203205,Linhares,176688,179755,171265
32,ES,3203304,Mantenópolis,15503,15653,12259
32,ES,3203320,Marataízes,38883,39259,46198
32,ES,3203346,Marechal Floriano,16920,17141,19594
32,ES,3203353,Marilândia,12963,13091,12975
32,ES,3203403,Mimoso do Sul,26115,26079,24769
32,ES,3203502,Montanha,18894,18954,18851
32,ES,3203601,Mucurici,5496,5468,5467
32,ES,3203700,Muniz Freire,17319,17176,18169
32,ES,3203809,Muqui,15526,15602,15736
32,ES,3203908,Nova Venécia,50434,50751,48220
32,ES,3204005,Pancas,23306,23426,18923
32,ES,3204054,Pedro Canário,26381,26575,21343
32,ES,3204104,Pinheiros,27327,27601,23674
32,ES,3204203,Piúma,22053,22388,21124
32,ES,3204252,Ponto Belo,7940,8016,6486
32,ES,3204302,Presidente Kennedy,11658,11741,14718
32,ES,3204351,Rio Bananal,19271,19398,19035
32,ES,3204401,Rio Novo do Sul,11626,11630,11017
32,ES,3204500,Santa Leopoldina,12197,12171,15830
32,ES,3204559,Santa Maria de Jetibá,41015,41588,46523
32,ES,3204609,Santa Teresa,23724,23853,25755
32,ES,3204658,São Domingos do Norte,8687,8735,8588
32,ES,3204708,São Gabriel da Palha,38522,39085,34198
32,ES,3204807,São José do Calçado,10546,10536,10875
32,ES,3204906,São Mateus,132642,134629,122386
32,ES,3204955,São Roque do Canaã,12510,12602,10594
32,ES,3205002,Serra,527240,536765,546405
32,ES,3205010,Sooretama,30680,31278,27255
32,ES,3205036,Vargem Alta,21591,21778,22285
32,ES,3205069,Venda Nova do Imigrante,25745,26204,23964
32,ES,3205101,Viana,79500,80735,71443
32,ES,3205150,Vila Pavão,9244,9280,8890
32,ES,3205176,Vila Valério,14073,14065,14764
32,ES,3205200,Vila Velha,501325,508655,493242
32,ES,3205309,Vitória,365855,369534,331785
33,RJ,3300100,Angra dos Reis,207044,210171,181228
33,RJ,3300159,Aperibé,11901,12036,10893
33,RJ,3300209,Araruama,134293,136109,126726
33,RJ,3300225,Areal,12669,12763,11765
33,RJ,3300233,Armação dos Búzios,34477,35060,39033
33,RJ,3300258,Arraial do Cabo,30593,30827,31030
33,RJ,3300308,Barra do Piraí,100764,101139,91025
33,RJ,3300407,Barra Mansa,184833,185237,166654
33,RJ,3300456,Belford Roxo,513118,515239,446731
33,RJ,3300506,Bom Jardim,27616,27779,28166
33,RJ,3300605,Bom Jesus do Itabapoana,37203,37306,35797
33,RJ,3300704,Cabo Frio,230378,234077,214057
33,RJ,3300803,Cachoeiras de Macacu,59303,59652,53887
33,RJ,3300902,Cambuci,15514,15521,14245
33,RJ,3300936,Carapebus,16586,16859,13360
33,RJ,3300951,Comendador Levy Gasparian,8576,8590,8769
33,RJ,3301009,Campos dos Goytacazes,511168,514643,474667
33,RJ,3301108,Cantagalo,20168,20163,19443
33,RJ,3301157,Cardoso Moreira,12821,12818,12686
33,RJ,3301207,Carmo,19030,19161,17149
33,RJ,3301306,Casimiro de Abreu,45041,45864,45570
33,RJ,3301405,Conceição de Macabu,23398,23561,20814
33,RJ,3301504,Cordeiro,22041,22152,20843
33,RJ,3301603,Duas Barras,11528,11563,11102
33,RJ,3301702,Duque de Caxias,924624,929449,782799
33,RJ,3301801,Engenheiro Paulo de Frontin,14071,14138,11822
33,RJ,3301850,Guapimirim,61388,62225,50409
33,RJ,3301876,Iguaba Grande,28837,29344,27651
33,RJ,3301900,Itaboraí,242543,244416,231004
33,RJ,3302007,Itaguaí,134819,136547,132867
33,RJ,3302056,Italva,15299,15387,13729
33,RJ,3302106,Itaocara,23222,23211,22989
33,RJ,3302205,Itaperuna,103800,104354,99300
33,RJ,3302254,Itatiaia,32064,32312,30766
33,RJ,3302270,Japeri,105548,106296,96595
33,RJ,3302304,Laje do Muriaé,7326,7298,6767
33,RJ,3302403,Macaé,261501,266136,262692
33,RJ,3302452,Macuco,5623,5646,5446
33,RJ,3302502,Magé,246433,247741,248208
33,RJ,3302601,Mangaratiba,45220,45941,38953
33,RJ,3302700,Maricá,164504,167668,223938
33,RJ,3302809,Mendes,18648,18681,17461
33,RJ,3302858,Mesquita,176569,177016,168849
33,RJ,3302908,Miguel Pereira,25581,25622,26301
33,RJ,3303005,Miracema,27154,27134,26644
33,RJ,3303104,Natividade,15311,15305,14938
33,RJ,3303203,Nilópolis,162693,162893,150281
33,RJ,3303302,Niterói,515317,516981,523664
33,RJ,3303401,Nova Friburgo,191158,191664,204625
33,RJ,3303500,Nova Iguaçu,823302,825388,819134
33,RJ,3303609,Paracambi,52683,53093,41146
33,RJ,3303708,Paraíba do Sul,44518,44741,41786
33,RJ,3303807,Paraty,43680,44175,50592
33,RJ,3303856,Paty do Alferes,27858,27942,29390
33,RJ,3303906,Petrópolis,306678,307144,304758
33,RJ,3303955,Pinheiral,25364,25563,24553
33,RJ,3304003,Piraí,29545,29802,27996
33,RJ,3304102,Porciúncula,18960,19068,16958
33,RJ,3304110,Porto Real,19974,20254,20375
33,RJ,3304128,Quatis,14435,14562,12646
33,RJ,3304144,Queimados,151335,152311,139194
33,RJ,3304151,Quissamã,25126,25535,21749
33,RJ,3304201,Resende,132312,133244,128460
33,RJ,3304300,Rio Bonito,60573,60930,55068
33,RJ,3304409,Rio Claro,18605,18677,18544
33,RJ,3304508,Rio das Flores,9344,9401,9387
33,RJ,3304524,Rio das Ostras,155193,159529,149562
33,RJ,3304557,Rio de Janeiro,6747815,6775561,6625849
33,RJ,3304607,Santa Maria Madalena,10392,10380,9704
33,RJ,3304706,Santo Antônio de Pádua,42594,42705,40870
33,RJ,3304755,São Francisco de Itabapoana,42210,42214,44939
33,RJ,3304805,São Fidélis,38710,38749,38711
33,RJ,3304904,São Gonçalo,1091737,1098357,929446
33,RJ,3305000,São João da Barra,36423,36731,36518
33,RJ,3305109,São João de Meriti,472906,473385,393773
33,RJ,3305133,São José de Ubá,7206,7240,7070
33,RJ,3305158,São José do Vale do Rio Preto,21916,22032,22125
33,RJ,3305208,São Pedro da Aldeia,106049,107556,102290
33,RJ,3305307,São Sebastião do Alto,9387,9416,7707
33,RJ,3305406,Sapucaia,18249,18270,18585
33,RJ,3305505,Saquarema,90583,91938,88755
33,RJ,3305554,Seropédica,83092,83841,85359
33,RJ,3305604,Silva Jardim,21774,21775,21509
33,RJ,3305703,Sumidouro,15667,15709,18286
33,RJ,3305752,Tanguá,34610,34898,31169
33,RJ,3305802,Teresópolis,184240,185820,189036
33,RJ,3305901,Trajano de Moraes,10640,10653,10303
33,RJ,3306008,Três Rios,82142,82468,76789
33,RJ,3306107,Valença,76869,77202,72264
33,RJ,3306156,Varre-Sai,11106,11208,10209
33,RJ,3306206,Vassouras,37083,37262,38081
33,RJ,3306305,Volta Redonda,273988,274925,270543
35,SP,3500105,Adamantina,35111,35153,34357
35,SP,3500204,Adolfo,3554,3545,4339
35,SP,3500303,Aguaí,36648,36981,31561
35,SP,3500402,Águas da Prata,8221,8262,7075
35,SP,3500501,Águas de Lindóia,18808,18908,18859
35,SP,3500550,Águas de Santa Bárbara,6109,6142,7118
35,SP,3500600,Águas de São Pedro,3521,3588,3097
35,SP,3500709,Agudos,37401,37582,37525
35,SP,3500758,Alambari,6129,6231,6086
35,SP,3500808,Alfredo Marcondes,4184,4201,4458
35,SP,3500907,Altair,4186,4211,3383
35,SP,3501004,Altinópolis,16203,16221,16845
35,SP,3501103,Alto Alegre,4088,4078,3837
35,SP,3501152,Alumínio,18767,18903,17170
35,SP,3501202,Álvares Florence,3647,3616,3881
35,SP,3501301,Álvares Machado,24998,25078,27361
35,SP,3501400,Álvaro de Carvalho,5274,5320,4716
35,SP,3501509,Alvinlândia,3237,3251,2893
35,SP,3501608,Americana,242018,244370,243674
35,SP,3501707,Américo Brasiliense,41032,41545,31996
35,SP,3501806,Américo de Campos,5981,5993,5790
35,SP,3501905,Amparo,72677,73145,69952
35,SP,3502002,Analândia,5056,5115,4577
35,SP,3502101,Andradina,57202,57245,59464
35,SP,3502200,Angatuba,25479,25724,23928
35,SP,3502309,Anhembi,6819,6911,5659
35,SP,3502408,Anhumas,4144,4172,4005
35,SP,3502507,Aparecida,36185,36211,32927
35,SP,3502606,Aparecida d'Oeste,4158,4122,4030
35,SP,3502705,Apiaí,24226,24081,24978
35,SP,3502754,Araçariguama,22860,23343,22673
35,SP,3502804,Araçatuba,198129,199210,213929
35,SP,3502903,Araçoiaba da Serra,34776,35389,32922
35,SP,3503000,Aramina,5655,5689,5419
35,SP,3503109,Arandu,6365,6373,6654
35,SP,3503158,Arapeí,2460,2452,2469
35,SP,3503208,Araraquara,238339,240542,250304
35,SP,3503307,Araras,135506,136739,131300
35,SP,3503356,Arco-Íris,1773,1755,2044
35,SP,3503406,Arealva,8613,8665,8079
35,SP,3503505,Areias,3896,3906,3616
35,SP,3503604,Areiópolis,11158,11186,9805
35,SP,3503703,Ariranha,9761,9851,7595
35,SP,3503802,Artur Nogueira,55340,56247,55352
35,SP,3503901,Arujá,91157,92453,97595
35,SP,3503950,Aspásia,1818,1815,1860
35,SP,3504008,Assis,105087,105768,100447
35,SP,3504107,Atibaia,144088,145378,171672
35,SP,3504206,Auriflama,15253,15316,13432
35,SP,3504305,Avaí,5436,5467,4553
35,SP,3504404,Avanhandava,13859,14063,11257
35,SP,3504503,Avaré,91232,91792,92659
35,SP,3504602,Bady Bassitt,17761,18013,26991
35,SP,3504701,Balbinos,5934,6127,3886
35,SP,3504800,Bálsamo,9139,9209,9598
35,SP,3504909,Bananal,10993,11039,9690
35,SP,3505005,Barão de Antonina,3498,3525,3533
35,SP,3505104,Barbosa,7468,7532,5623
35,SP,3505203,Bariri,35558,35844,31584
35,SP,3505302,Barra Bonita,36126,36125,34430
35,SP,3505351,Barra do Chapéu,5760,5794,5135
35,SP,3505401,Barra do Turvo,7632,7606,7318
35,SP,3505500,Barretos,122833,123546,119427
35,SP,3505609,Barrinha,33180,33537,32465
35,SP,3505708,Barueri,276982,279704,342613
35,SP,3505807,Bastos,20953,20952,21516
35,SP,3505906,Batatais,62980,63438,59342
35,SP,3506003,Bauru,379297,381706,388686
35,SP,3506102,Bebedouro,77555,77612,75709
35,SP,3506201,Bento de Abreu,3005,3028,2606
35,SP,3506300,Bernardino de Campos,11158,11168,11623
35,SP,3506359,Bertioga,64723,66154,64018
35,SP,3506409,Bilac,8117,8197,7310
35,SP,3506508,Birigui,124883,126094,118365
35,SP,3506607,Biritiba Mirim,32936,33265,30195
35,SP,3506706,Boa Esperança do Sul,15018,15111,12722
35,SP,3506805,Bocaina,12452,12571,11265
35,SP,3506904,Bofete,11921,12107,9943
35,SP,3507001,Boituva,62170,63310,64799
35,SP,3507100,Bom Jesus dos Perdões,25985,26506,24365
35,SP,3507159,Bom Sucesso de Itararé,3984,4013,3585
35,SP,3507209,Borá,838,839,877
35,SP,3507308,Boracéia,4868,4913,4720
35,SP,3507407,Borborema,16164,16278,13366
35,SP,3507456,Borebi,2683,2713,2722
35,SP,3507506,Botucatu,148130,149718,145272
35,SP,3507605,Bragança Paulista,170533,172346,181556
35,SP,3507704,Braúna,5741,5795,5358
35,SP,3507753,Brejo Alegre,2889,2911,2561
35,SP,3507803,Brodowski,25277,25605,25334
35,SP,3507902,Brotas,24636,24862,23751
35,SP,3508009,Buri,19965,20050,20038
35,SP,3508108,Buritama,17281,17414,17203
35,SP,3508207,Buritizal,4514,4547,4253
35,SP,3508306,Cabrália Paulista,4243,4222,4299
35,SP,3508405,Cabreúva,50429,51130,45941
35,SP,3508504,Caçapava,95018,95752,96530
35,SP,3508603,Cachoeira Paulista,33581,33827,32390
35,SP,3508702,Caconde,19009,19031,16947
35,SP,3508801,Cafelândia,17843,17917,16478
35,SP,3508900,Caiabu,4193,4195,3712
35,SP,3509007,Caieiras,102775,104044,98600
35,SP,3509106,Caiuá,5946,6017,5437
35,SP,3509205,Cajamar,77934,79034,101500
35,SP,3509254,Cajati,28494,28441,28834
35,SP,3509304,Cajobi,10596,10649,9129
35,SP,3509403,Cajuru,26393,26613,23845
35,SP,3509452,Campina do Monte Alegre,6057,6088,5992
35,SP,3509502,Campinas,1213792,1223237,1170247
35,SP,3509601,Campo Limpo Paulista,85541,86407,81355
35,SP,3509700,Campos do Jordão,52405,52713,45177
35,SP,3509809,Campos Novos Paulista,4997,5028,4837
35,SP,3509908,Cananéia,12541,12542,13615
35,SP,3509957,Canas,5204,5268,4954
35,SP,3510005,Cândido Mota,31346,31410,29530
35,SP,3510104,Cândido Rodrigues,2799,2805,2907
35,SP,3510153,Canitar,5292,5365,6369
35,SP,3510203,Capão Bonito,47118,47098,46215
35,SP,3510302,Capela do Alto,20985,21257,22679
35,SP,3510401,Capivari,56379,56973,50954
35,SP,3510500,Caraguatatuba,123389,125194,132558
35,SP,3510609,Carapicuíba,403183,405375,406221
35,SP,3510708,Cardoso,12349,12371,11288
35,SP,3510807,Casa Branca,30520,30655,28107
35,SP,3510906,Cássia dos Coqueiros,2505,2488,2777
35,SP,3511003,Castilho,21267,21521,19902
35,SP,3511102,Catanduva,122497,123114,114953
35,SP,3511201,Catiguá,7855,7905,7004
35,SP,3511300,Cedral,9346,9452,11922
35,SP,3511409,Cerqueira César,20191,20391,21440
35,SP,3511508,Cerquilho,49802,50631,44024
35,SP,3511607,Cesário Lange,18375,18595,18811
35,SP,3511706,Charqueada,17367,17539,15739
35,SP,3511904,Clementina,8757,8894,7005
35,SP,3512001,Colina,18535,18601,18411
35,SP,3512100,Colômbia,6216,6223,6642
35,SP,3512209,Conchal,28273,28491,28184
35,SP,3512308,Conchas,18019,18138,17184
35,SP,3512407,Cordeirópolis,24826,25116,26585
35,SP,3512506,Coroados,6129,6197,5395
35,SP,3512605,Coronel Macedo,4635,4591,4226
35,SP,3512704,Corumbataí,4064,4072,4667
35,SP,3512803,Cosmópolis,73474,74662,59715
35,SP,3512902,Cosmorama,7298,7289,9315
35,SP,3513009,Cotia,253608,257882,289622
35,SP,3513108,Cravinhos,35579,35858,33252
35,SP,3513207,Cristais Paulista,8718,8803,9375
35,SP,3513306,Cruzália,2046,2021,2086
35,SP,3513405,Cruzeiro,82571,82895,75592
35,SP,3513504,Cubatão,131626,132521,128645
35,SP,3513603,Cunha,21459,21373,22125
35,SP,3513702,Descalvado,33910,34097,31916
35,SP,3513801,Diadema,426757,429550,404738
35,SP,3513850,Dirce Reis,1799,1805,1621
35,SP,3513900,Divinolândia,11086,11027,11137
35,SP,3514007,Dobrada,9010,9088,8765
35,SP,3514106,Dois Córregos,27512,27704,24170
35,SP,3514205,Dolcinópolis,2112,2108,2511
35,SP,3514304,Dourado,8878,8883,8233
35,SP,3514403,Dracena,47043,47287,45248
35,SP,3514502,Duartina,12433,12421,12329
35,SP,3514601,Dumont,10023,10174,9476
35,SP,3514700,Echaporã,6064,6026,6157
35,SP,3514809,Eldorado,15544,15592,13402
35,SP,3514908,Elias Fausto,17936,18095,17832
35,SP,3514924,Elisiário,3697,3742,3141
35,SP,3514957,Embaúba,2449,2446,2331
35,SP,3515004,Embu das Artes,276535,279264,277249
35,SP,3515103,Embu-Guaçu,69901,70402,63129
35,SP,3515129,Emilianópolis,3227,3238,3002
35,SP,3515152,Engenheiro Coelho,21249,21712,20119
35,SP,3515186,Espírito Santo do Pinhal,44471,44607,39700
35,SP,3515194,Espírito Santo do Turvo,4878,4926,4095
35,SP,3515202,Estrela d'Oeste,8419,8420,9405
35,SP,3515301,Estrela do Norte,2770,2774,2596
35,SP,3515350,Euclides da Cunha Paulista,9325,9280,7831
35,SP,3515400,Fartura,16070,16102,16782
35,SP,3515509,Fernandópolis,69402,69680,71826
35,SP,3515608,Fernando Prestes,5794,5805,5925
35,SP,3515657,Fernão,1727,1739,1660
35,SP,3515707,Ferraz de Vasconcelos,196500,198661,187253
35,SP,3515806,Flora Rica,1430,1397,1487
35,SP,3515905,Floreal,2900,2884,2735
35,SP,3516002,Flórida Paulista,14790,14936,13009
35,SP,3516101,Florínea,2653,2631,3860
35,SP,3516200,Franca,355901,358539,370378
35,SP,3516309,Francisco Morato,177633,179372,182265
35,SP,3516408,Franco da Rocha,156492,158438,159367
35,SP,3516507,Gabriel Monteiro,2776,2776,2760
35,SP,3516606,Gália,6482,6419,6054
35,SP,3516705,Garça,44409,44429,41395
35,SP,3516804,Gastão Vidigal,4860,4911,3234
35,SP,3516853,Gavião Peixoto,4815,4841,4688
35,SP,3516903,General Salgado,10862,10855,10301
35,SP,3517000,Getulina,11447,11485,10011
35,SP,3517109,Glicério,4829,4842,4132
35,SP,3517208,Guaiçara,12294,12416,11214
35,SP,3517307,Guaimbê,5785,5806,5439
35,SP,3517406,Guaíra,41040,41283,39351
35,SP,3517505,Guapiaçu,21775,22087,21664
35,SP,3517604,Guapiara,17025,16896,16579
35,SP,3517703,Guará,21308,21394,18607
35,SP,3517802,Guaraçaí,8290,8258,7344
35,SP,3517901,Guaraci,11287,11382,10347
35,SP,3518008,Guarani d'Oeste,1998,1996,1948
35,SP,3518107,Guarantã,6675,6685,6427
35,SP,3518206,Guararapes,33100,33257,31017
35,SP,3518305,Guararema,30136,30465,32579
35,SP,3518404,Guaratinguetá,122505,123192,116847
35,SP,3518503,Guareí,18887,19244,15027
35,SP,3518602,Guariba,40487,40857,37022
35,SP,3518701,Guarujá,322750,324977,311116
35,SP,3518800,Guarulhos,1392121,1404694,1383272
35,SP,3518859,Guatapará,7709,7760,7435
35,SP,3518909,Guzolândia,5307,5346,4238
35,SP,3519006,Herculândia,9588,9649,9109
35,SP,3519055,Holambra,15272,15605,16194
35,SP,3519071,Hortolândia,234259,237570,246449
35,SP,3519105,Iacanga,11858,12002,10104
35,SP,3519204,Iacri,6295,6269,6144
35,SP,3519253,Iaras,9517,9786,8009
35,SP,3519303,Ibaté,35472,35830,32068
35,SP,3519402,Ibirá,12518,12639,11155
35,SP,3519501,Ibirarema,7841,7926,6321
35,SP,3519600,Ibitinga,60600,61150,59371
35,SP,3519709,Ibiúna,79479,80062,84820
35,SP,3519808,Icém,8304,8363,7700
35,SP,3519907,Iepê,8194,8228,7596
35,SP,3520004,Igaraçu do Tietê,24749,24821,22743
35,SP,3520103,Igarapava,30614,30791,25926
35,SP,3520202,Igaratá,9583,9631,11703
35,SP,3520301,Iguape,30989,31117,30054
35,SP,3520400,Ilhabela,35591,36194,38239
35,SP,3520426,Ilha Comprida,11362,11552,13447
35,SP,3520442,Ilha Solteira,26788,26886,25564
35,SP,3520509,Indaiatuba,256223,260690,266593
35,SP,3520608,Indiana,4879,4873,5094
35,SP,3520707,Indiaporã,3886,3876,4087
35,SP,3520806,Inúbia Paulista,4019,4045,3611
35,SP,3520905,Ipaussu,15069,15165,14464
35,SP,3521002,Iperó,37964,38771,40132
35,SP,3521101,Ipeúna,7687,7824,7538
35,SP,3521150,Ipiguá,5476,5557,6551
35,SP,3521200,Iporanga,4199,4180,4053
35,SP,3521309,Ipuã,16604,16794,14463
35,SP,3521408,Iracemápolis,24614,24982,21768
35,SP,3521507,Irapuã,8048,8101,6927
35,SP,3521606,Irapuru,8325,8356,7065
35,SP,3521705,Itaberá,17480,17405,17971
35,SP,3521804,Itaí,27382,27632,24856
35,SP,3521903,Itajobi,15297,15331,16824
35,SP,3522000,Itaju,3887,3937,3652
35,SP,3522109,Itanhaém,103102,104351,107927
35,SP,3522158,Itaoca,3330,3332,3407
35,SP,3522208,Itapecerica da Serra,177662,179574,172898
35,SP,3522307,Itapetininga,165526,167106,166959
35,SP,3522406,Itapeva,94804,95241,95528
35,SP,3522505,Itapevi,240961,244131,239084
35,SP,3522604,Itapira,75234,75683,70438
35,SP,3522653,Itapirapuã Paulista,4268,4294,4339
35,SP,3522703,Itápolis,43331,43536,39533
35,SP,3522802,Itaporanga,15173,15197,14058
35,SP,3522901,Itapuí,14147,14297,13655
35,SP,3523008,Itapura,4951,4994,3945
35,SP,3523107,Itaquaquecetuba,375011,379082,392218
35,SP,3523206,Itararé,50642,50778,44490
