COD. UF,UF,CODMUN7,NOME DO MUNICÍPIO,POP20,POP21,POP22
25,PB,2506251,Gado Bravo,8303,8292,8179
25,PB,2506301,Guarabira,59115,59389,57661
25,PB,2506400,Gurinhém,14127,14125,13767
25,PB,2506509,Gurjão,3453,3477,3242
25,PB,2506608,Ibiara,5903,5877,5633
25,PB,2506707,Imaculada,11848,11877,9656
25,PB,2506806,Ingá,18144,18184,17664
25,PB,2506905,Itabaiana,24419,24363,23187
25,PB,2507002,Itaporanga,24828,24960,23623
25,PB,2507101,Itapororoca,18823,18978,18461
25,PB,2507200,Itatuba,11016,11069,10385
25,PB,2507309,Jacaraú,14450,14467,14719
25,PB,2507408,Jericó,7745,7751,7396
25,PB,2507507,João Pessoa,817511,825796,889618
25,PB,2507606,Juarez Távora,7976,8014,7792
25,PB,2507705,Juazeirinho,18298,18422,17004
25,PB,2507804,Junco do Seridó,7195,7238,6792
25,PB,2507903,Juripiranga,10793,10830,9741
25,PB,2508000,Juru,9849,9831,9237
25,PB,2508109,Lagoa,4653,4640,4417
25,PB,2508208,Lagoa de Dentro,7737,7754,7819
25,PB,2508307,Lagoa Seca,27617,27728,27739
25,PB,2508406,Lastro,2718,2698,3162
25,PB,2508505,Livramento,7265,7274,6881
25,PB,2508554,Logradouro,4369,4406,4807
25,PB,2508604,Lucena,13214,13344,12910
25,PB,2508703,Mãe d'Água,3999,3988,3583
25,PB,2508802,Malta,5752,5745,6045
25,PB,2508901,Mamanguape,45136,45385,44599
25,PB,2509008,Manaíra,10972,10988,10447
25,PB,2509057,Marcação,8653,8746,9807
25,PB,2509107,Mari,21866,21895,21251
25,PB,2509156,Marizópolis,6654,6689,6711
25,PB,2509206,Massaranduba,13998,14077,14145
25,PB,2509305,Mataraca,8539,8642,8324
25,PB,2509339,Matinhas,4515,4528,4567
25,PB,2509370,Mato Grosso,2926,2944,2538
25,PB,2509396,Maturéia,6630,6690,6431
25,PB,2509404,Mogeiro,13261,13238,14381
25,PB,2509503,Montadas,5738,5806,5818
25,PB,2509602,Monte Horebe,4842,4867,4338
25,PB,2509701,Monteiro,33433,33638,32266
25,PB,2509800,Mulungu,9932,9962,8812
25,PB,2509909,Natuba,10451,10449,8937
25,PB,2510006,Nazarezinho,7286,7271,7218
25,PB,2510105,Nova Floresta,10626,10614,9539
25,PB,2510204,Nova Olinda,5920,5892,5787
25,PB,2510303,Nova Palmeira,4959,5011,4267
25,PB,2510402,Olho d'Água,6462,6399,6061
25,PB,2510501,Olivedos,3961,3989,3579
25,PB,2510600,Ouro Velho,3046,3052,2910
25,PB,2510659,Parari,1758,1747,1720
25,PB,2510709,Passagem,2436,2453,2463
25,PB,2510808,Patos,108192,108766,103199
25,PB,2510907,Paulista,12379,12411,11829
25,PB,2511004,Pedra Branca,3802,3802,3739
25,PB,2511103,Pedra Lavrada,7899,7954,6859
25,PB,2511202,Pedras de Fogo,28533,28607,29625
25,PB,2511301,Piancó,16111,16147,16471
25,PB,2511400,Picuí,18720,18737,18361
25,PB,2511509,Pilar,11977,12036,12213
25,PB,2511608,Pilões,6576,6518,6818
25,PB,2511707,Pilõezinhos,4955,4937,5320
25,PB,2511806,Pirpirituba,10584,10590,9229
25,PB,2511905,Pitimbu,19275,19478,17696
25,PB,2512002,Pocinhos,18708,18848,17428
25,PB,2512036,Poço Dantas,3882,3877,3830
25,PB,2512077,Poço de José de Moura,4337,4366,4006
25,PB,2512101,Pombal,32802,32803,32499
25,PB,2512200,Prata,4238,4265,3916
25,PB,2512309,Princesa Isabel,23549,23749,21148
25,PB,2512408,Puxinanã,13741,13801,14279
25,PB,2512507,Queimadas,44179,44388,47665
25,PB,2512606,Quixaba,1983,2009,1745
25,PB,2512705,Remígio,19798,19973,17888
25,PB,2512721,Pedro Régis,6114,6139,5719
25,PB,2512747,Riachão,3619,3650,2927
25,PB,2512754,Riachão do Bacamarte,4541,4562,4685
25,PB,2512762,Riachão do Poço,4540,4571,4706
25,PB,2512788,Riacho de Santo Antônio,1974,1999,1956
25,PB,2512804,Riacho dos Cavalos,8541,8555,8498
25,PB,2512903,Rio Tinto,24218,24258,27352
25,PB,2513000,Salgadinho,3931,3975,3358
25,PB,2513109,Salgado de São Félix,12131,12123,12318
25,PB,2513158,Santa Cecília,6541,6526,7678
25,PB,2513208,Santa Cruz,6581,6579,5947
25,PB,2513307,Santa Helena,5871,5853,5869
25,PB,2513356,Santa Inês,3593,3591,3230
25,PB,2513406,Santa Luzia,15426,15470,14954
25,PB,2513505,Santana de Mangueira,5129,5098,5010
25,PB,2513604,Santana dos Garrotes,6986,6942,6577
25,PB,2513653,Joca Claudino,2639,2640,2543
25,PB,2513703,Santa Rita,137349,138093,148479
25,PB,2513802,Santa Teresinha,4562,4550,4402
25,PB,2513851,Santo André,2509,2496,2622
25,PB,2513901,São Bento,34344,34650,32252
25,PB,2513927,São Bentinho,4566,4602,4330
25,PB,2513943,São Domingos do Cariri,2630,2645,2585
25,PB,2513968,São Domingos,3097,3119,2595
25,PB,2513984,São Francisco,3384,3377,3137
25,PB,2514008,São João do Cariri,4184,4170,4221
25,PB,2514107,São João do Tigre,4415,4408,4233
25,PB,2514206,São José da Lagoa Tapada,7626,7622,7119
25,PB,2514305,São José de Caiana,6376,6394,5037
25,PB,2514404,São José de Espinharas,4656,4631,4072
25,PB,2514453,São José dos Ramos,5998,6037,5880
25,PB,2514503,São José de Piranhas,20329,20406,19116
25,PB,2514552,São José de Princesa,3950,3898,3423
25,PB,2514602,São José do Bonfim,3588,3619,3242
25,PB,2514651,São José do Brejo do Cruz,1811,1821,1699
25,PB,2514701,São José do Sabugi,4147,4153,4139
25,PB,2514800,São José dos Cordeiros,3618,3607,3411
25,PB,2514909,São Mamede,7702,7682,7469
25,PB,2515005,São Miguel de Taipu,7410,7450,7751
25,PB,2515104,São Sebastião de Lagoa de Roça,11728,11793,11046
25,PB,2515203,São Sebastião do Umbuzeiro,3512,3534,3279
25,PB,2515302,Sapé,52804,52977,51142
25,PB,2515401,São Vicente do Seridó,10848,10919,10298
25,PB,2515500,Serra Branca,13754,13807,13614
25,PB,2515609,Serra da Raiz,3131,3114,3094
25,PB,2515708,Serra Grande,2916,2921,2942
25,PB,2515807,Serra Redonda,7021,7001,6829
25,PB,2515906,Serraria,6068,6037,4885
25,PB,2515930,Sertãozinho,5089,5152,5099
25,PB,2515971,Sobrado,7815,7845,8230
25,PB,2516003,Solânea,26227,26051,26777
25,PB,2516102,Soledade,15102,15211,13955
25,PB,2516151,Sossêgo,3594,3631,3337
25,PB,2516201,Sousa,69723,69997,67425
25,PB,2516300,Sumé,17031,17096,16539
25,PB,2516409,Tacima,10969,11024,7967
25,PB,2516508,Taperoá,15441,15505,14093
25,PB,2516607,Tavares,14759,14791,14141
25,PB,2516706,Teixeira,15248,15333,14630
25,PB,2516755,Tenório,3081,3103,2966
25,PB,2516805,Triunfo,9464,9473,9868
25,PB,2516904,Uiraúna,15300,15356,14943
25,PB,2517001,Umbuzeiro,9911,9914,9124
25,PB,2517100,Várzea,2841,2870,2668
25,PB,2517209,Vieirópolis,5372,5395,4864
25,PB,2517407,Zabelê,2255,2269,2229
26,PE,2600054,Abreu e Lima,100346,100698,99331
26,PE,2600104,Afogados da Ingazeira,37404,37546,40120
26,PE,2600203,Afrânio,19810,19981,16486
26,PE,2600302,Agrestina,25065,25240,23739
26,PE,2600401,Água Preta,37082,37386,26473
26,PE,2600500,Águas Belas,43686,43923,41549
26,PE,2600609,Alagoinha,14718,14798,13256
26,PE,2600708,Aliança,38397,38408,35245
26,PE,2600807,Altinho,22984,22996,20657
26,PE,2600906,Amaraji,22870,22910,18236
26,PE,2601003,Angelim,11226,11301,9965
26,PE,2601052,Araçoiaba,20733,20936,19314
26,PE,2601102,Araripina,84864,85301,85135
26,PE,2601201,Arcoverde,74822,75295,77660
26,PE,2601300,Barra de Guabiraba,14510,14632,12299
26,PE,2601409,Barreiros,42764,42866,39993
26,PE,2601508,Belém de Maria,12122,12169,10339
26,PE,2601607,Belém do São Francisco,20730,20730,18321
26,PE,2601706,Belo Jardim,76687,76930,79143
26,PE,2601805,Betânia,12765,12811,11320
26,PE,2601904,Bezerros,60880,60960,61398
26,PE,2602001,Bodocó,38378,38605,34469
26,PE,2602100,Bom Conselho,48767,48975,43577
26,PE,2602209,Bom Jardim,39983,40038,37190
26,PE,2602308,Bonito,38117,38101,37953
26,PE,2602407,Brejão,8987,8981,9084
26,PE,2602506,Brejinho,7488,7489,7706
26,PE,2602605,Brejo da Madre de Deus,51225,51696,48313
26,PE,2602704,Buenos Aires,13190,13224,12818
26,PE,2602803,Buíque,58919,59448,49786
26,PE,2602902,Cabo de Santo Agostinho,208944,210796,203084
26,PE,2603009,Cabrobó,34503,34778,30695
26,PE,2603108,Cachoeirinha,20501,20618,19789
26,PE,2603207,Caetés,28904,29065,28848
26,PE,2603306,Calçado,11018,10983,11113
26,PE,2603405,Calumbi,5747,5744,5241
26,PE,2603454,Camaragibe,158899,159945,146912
26,PE,2603504,Camocim de São Félix,18900,19032,17362
26,PE,2603603,Camutanga,8572,8592,7764
26,PE,2603702,Canhotinho,24773,24743,24340
26,PE,2603801,Capoeiras,20048,20048,18445
26,PE,2603900,Carnaíba,19609,19666,18437
26,PE,2603926,Carnaubeira da Penha,13025,13117,12226
26,PE,2604007,Carpina,84395,85131,78865
26,PE,2604106,Caruaru,365278,369343,378180
26,PE,2604155,Casinhas,14368,14395,12629
26,PE,2604205,Catende,43340,43778,31975
26,PE,2604304,Cedro,11891,11972,10512
26,PE,2604403,Chã de Alegria,13556,13641,12387
26,PE,2604502,Chã Grande,21815,21929,20494
26,PE,2604601,Condado,26590,26755,24586
26,PE,2604700,Correntes,18268,18327,17153
26,PE,2604809,Cortês,12560,12543,10361
26,PE,2604908,Cumaru,10192,9494,15824
26,PE,2605004,Cupira,24173,24237,23474
26,PE,2605103,Custódia,37375,37633,35915
26,PE,2605152,Dormentes,19079,19246,16159
26,PE,2605202,Escada,69292,69701,59526
26,PE,2605301,Exu,31766,31709,31803
26,PE,2605400,Feira Nova,22247,22360,21362
26,PE,2605459,Fernando de Noronha,3101,3140,2947
26,PE,2605509,Ferreiros,12170,12216,15040
26,PE,2605608,Flores,22618,22612,20213
26,PE,2605707,Floresta,33184,33488,30110
26,PE,2605806,Frei Miguelinho,15546,15633,13666
26,PE,2605905,Gameleira,31318,31578,18012
26,PE,2606002,Garanhuns,140577,141347,142286
26,PE,2606101,Glória do Goitá,30751,30847,29123
26,PE,2606200,Goiana,80055,80345,80983
26,PE,2606309,Granito,7537,7586,6971
26,PE,2606408,Gravatá,84699,85309,85983
26,PE,2606507,Iati,19241,19284,17118
26,PE,2606606,Ibimirim,29412,29585,27406
26,PE,2606705,Ibirajuba,7768,7773,7127
26,PE,2606804,Igarassu,118370,119690,115281
26,PE,2606903,Iguaracy,12247,12265,10950
26,PE,2607000,Inajá,23645,24034,23871
26,PE,2607109,Ingazeira,4543,4537,4750
26,PE,2607208,Ipojuca,97669,99101,98762
26,PE,2607307,Ipubi,31187,31515,28838
26,PE,2607406,Itacuruba,4966,5013,4394
26,PE,2607505,Itaíba,26308,26268,33498
26,PE,2607604,Ilha de Itamaracá,26672,27076,22879
26,PE,2607653,Itambé,36471,36495,34925
26,PE,2607703,Itapetim,13553,13492,13492
26,PE,2607752,Itapissuma,26900,27144,27565
26,PE,2607802,Itaquitinga,17006,17056,16562
26,PE,2607901,Jaboatão dos Guararapes,706867,711330,653793
26,PE,2607950,Jaqueira,11644,11632,10237
26,PE,2608008,Jataúba,17228,17305,15419
26,PE,2608057,Jatobá,14850,14904,14002
26,PE,2608107,João Alfredo,33328,33570,27710
26,PE,2608206,Joaquim Nabuco,16011,15999,13099
26,PE,2608255,Jucati,11485,11545,11536
26,PE,2608305,Jupi,14922,15007,15336
26,PE,2608404,Jurema,15431,15483,12713
26,PE,2608453,Lagoa do Carro,18252,18429,17368
26,PE,2608503,Lagoa de Itaenga,21460,21490,18813
26,PE,2608602,Lagoa do Ouro,13224,13300,11859
26,PE,2608701,Lagoa dos Gatos,16318,16345,14139
26,PE,2608750,Lagoa Grande,25849,26090,23580
26,PE,2608800,Lajedo,40589,40883,39436
26,PE,2608909,Limoeiro,56198,56149,55917
26,PE,2609006,Macaparana,25472,25565,23187
26,PE,2609105,Machados,16321,16549,11068
26,PE,2609154,Manari,21776,22110,24255
26,PE,2609204,Maraial,11220,11098,8935
26,PE,2609303,Mirandiba,15470,15548,13359
26,PE,2609402,Moreno,63294,63792,54637
26,PE,2609501,Nazaré da Mata,32573,32673,30589
26,PE,2609600,Olinda,393115,393734,349920
26,PE,2609709,Orobó,23935,23985,21173
26,PE,2609808,Orocó,15152,15309,13670
26,PE,2609907,Ouricuri,69969,70466,65200
26,PE,2610004,Palmares,63500,63745,53987
26,PE,2610103,Palmeirina,7600,7509,7032
26,PE,2610202,Panelas,26456,26438,22412
26,PE,2610301,Paranatama,11566,11608,12181
26,PE,2610400,Parnamirim,22106,22198,18563
26,PE,2610509,Passira,28894,28856,28235
26,PE,2610608,Paudalho,56933,57346,55072
26,PE,2610707,Paulista,334376,336919,348253
26,PE,2610806,Pedra,22668,22716,22884
26,PE,2610905,Pesqueira,67735,68067,60853
26,PE,2611002,Petrolândia,36901,37246,34302
26,PE,2611101,Petrolina,354317,359372,388145
26,PE,2611200,Poção,11305,11308,10499
26,PE,2611309,Pombos,27148,27204,29499
26,PE,2611408,Primavera,15101,15231,13536
26,PE,2611507,Quipapá,26175,26309,17873
26,PE,2611533,Quixaba,6805,6796,6508
26,PE,2611606,Recife,1653461,1661017,1494586
26,PE,2611705,Riacho das Almas,20646,20744,20307
26,PE,2611804,Ribeirão,47616,47813,33484
26,PE,2611903,Rio Formoso,23628,23719,19905
26,PE,2612000,Sairé,9764,9600,10910
26,PE,2612109,Salgadinho,11068,11214,5733
26,PE,2612208,Salgueiro,61249,61561,62206
26,PE,2612307,Saloá,15862,15880,13530
26,PE,2612406,Sanharó,26890,27308,18606
26,PE,2612455,Santa Cruz,15558,15713,14178
26,PE,2612471,Santa Cruz da Baixa Verde,12650,12708,11598
26,PE,2612505,Santa Cruz do Capibaribe,109897,111812,97386
26,PE,2612554,Santa Filomena,14562,14645,11613
26,PE,2612604,Santa Maria da Boa Vista,42100,42266,40464
26,PE,2612703,Santa Maria do Cambucá,14223,14308,13715
26,PE,2612802,Santa Terezinha,11865,11914,10164
26,PE,2612901,São Benedito do Sul,16069,16239,15605
26,PE,2613008,São Bento do Una,60042,60567,48621
26,PE,2613107,São Caitano,37368,37488,36982
26,PE,2613206,São João,22899,23002,23411
26,PE,2613305,São Joaquim do Monte,21398,21439,20098
26,PE,2613404,São José da Coroa Grande,21586,21868,18802
26,PE,2613503,São José do Belmonte,34021,34082,34836
26,PE,2613602,São José do Egito,34056,34210,31154
26,PE,2613701,São Lourenço da Mata,114079,114910,110765
26,PE,2613800,São Vicente Férrer,18085,18150,16331
26,PE,2613909,Serra Talhada,86915,87467,91624
26,PE,2614006,Serrita,19196,19226,18204
26,PE,2614105,Sertânia,36050,36189,31593
26,PE,2614204,Sirinhaém,46361,46845,37503
26,PE,2614303,Moreilândia,11270,11269,10503
26,PE,2614402,Solidão,6021,6034,5246
26,PE,2614501,Surubim,65647,66192,63979
26,PE,2614600,Tabira,28704,28860,27505
26,PE,2614709,Tacaimbó,12859,12843,13608
26,PE,2614808,Tacaratu,26106,26439,23166
26,PE,2614857,Tamandaré,23623,23852,23494
26,PE,2615003,Taquaritinga do Norte,29127,29472,24335
26,PE,2615102,Terezinha,7198,7227,6646
26,PE,2615201,Terra Nova,10206,10314,8832
26,PE,2615300,Timbaúba,52802,52587,46004
26,PE,2615409,Toritama,46164,47088,40375
26,PE,2615508,Tracunhaém,13813,13856,13874
26,PE,2615607,Trindade,30816,31103,30231
26,PE,2615706,Triunfo,15243,15232,14647
26,PE,2615805,Tupanatinga,27551,27793,28352
26,PE,2615904,Tuparetama,8256,8266,8018
26,PE,2616001,Venturosa,18661,18835,17676
26,PE,2616100,Verdejante,9553,9572,9170
26,PE,2616183,Vertente do Lério,7571,7526,7549
26,PE,2616209,Vertentes,20954,21172,21393
26,PE,2616308,Vicência,32772,32897,26254
26,PE,2616407,Vitória de Santo Antão,139583,140389,135182
26,PE,2616506,Xexéu,14757,14789,11288
27,AL,2700102,Água Branca,20230,20263,19011
27,AL,2700201,Anadia,17526,17507,13960
27,AL,2700300,Arapiraca,233047,234309,235085
27,AL,2700409,Atalaia,47365,47540,37356
27,AL,2700508,Barra de Santo Antônio,16068,16201,16405
27,AL,2700607,Barra de São Miguel,8378,8434,7952
27,AL,2700706,Batalha,18338,18440,16016
27,AL,2700805,Belém,4284,4226,4589
27,AL,2700904,Belo Monte,6710,6717,5935
27,AL,2701001,Boca da Mata,27356,27429,21175
27,AL,2701100,Branquinha,10460,10426,9474
27,AL,2701209,Cacimbinhas,10889,10920,10387
27,AL,2701308,Cajueiro,21331,21397,16035
27,AL,2701357,Campestre,6954,6972,6656
27,AL,2701407,Campo Alegre,57537,57997,32020
27,AL,2701506,Campo Grande,9567,9576,8138
27,AL,2701605,Canapi,17719,17715,15434
27,AL,2701704,Capela,16979,16907,15023
27,AL,2701803,Carneiros,9159,9568,8992
27,AL,2701902,Chã Preta,7311,7311,5908
27,AL,2702009,Coité do Nóia,10643,10594,10791
27,AL,2702108,Colônia Leopoldina,21818,21935,15673
27,AL,2702207,Coqueiro Seco,5864,5882,5579
27,AL,2702306,Coruripe,57294,57647,49951
27,AL,2702355,Craíbas,24309,24396,25330
27,AL,2702405,Delmiro Gouveia,52262,52501,51215
27,AL,2702504,Dois Riachos,11067,11059,9754
27,AL,2702553,Estrela de Alagoas,18255,18304,15322
27,AL,2702603,Feira Grande,22178,22192,22701
27,AL,2702702,Feliz Deserto,4779,4803,3947
27,AL,2702801,Flexeiras,12807,12823,9520
27,AL,2702900,Girau do Ponciano,41237,41549,35899
27,AL,2703007,Ibateguara,15627,15637,13699
27,AL,2703106,Igaci,25613,25596,23996
27,AL,2703205,Igreja Nova,24586,24670,21227
27,AL,2703304,Inhapi,18392,18398,15158
27,AL,2703403,Jacaré dos Homens,5219,5185,5071
27,AL,2703502,Jacuípe,7006,6992,5340
27,AL,2703601,Japaratinga,8403,8444,9307
27,AL,2703700,Jaramataia,5761,5751,4992
27,AL,2703759,Jequiá da Praia,11536,11495,9480
27,AL,2703809,Joaquim Gomes,24081,24167,17080
27,AL,2703908,Jundiá,4137,4119,4088
27,AL,2704005,Junqueiro,24722,24716,23902
27,AL,2704104,Lagoa da Canoa,17771,17692,18480
27,AL,2704203,Limoeiro de Anadia,28771,28904,24698
27,AL,2704302,Maceió,1025360,1031597,960667
27,AL,2704401,Major Isidoro,19864,19923,18081
27,AL,2704500,Maragogi,33032,33351,32540
27,AL,2704609,Maravilha,9004,8850,9515
27,AL,2704708,Marechal Deodoro,52380,52848,61177
27,AL,2704807,Maribondo,13193,13123,13677
27,AL,2704906,Mar Vermelho,3494,3474,3155
27,AL,2705002,Mata Grande,25207,25200,21627
27,AL,2705101,Matriz de Camaragibe,24634,24627,23871
27,AL,2705200,Messias,18031,18201,15418
27,AL,2705309,Minador do Negrão,5322,5315,4838
27,AL,2705408,Monteirópolis,7165,7171,7201
27,AL,2705507,Murici,28333,28428,25221
27,AL,2705606,Novo Lino,12764,12837,10011
27,AL,2705705,Olho d'Água das Flores,21738,21690,20702
27,AL,2705804,Olho d'Água do Casado,9441,9507,8345
27,AL,2705903,Olho d'Água Grande,5128,5133,4333
27,AL,2706000,Olivença,11657,11681,10744
27,AL,2706109,Ouro Branco,11535,11573,11382
27,AL,2706208,Palestina,5037,5061,4328
27,AL,2706307,Palmeira dos Índios,73337,73452,68534
27,AL,2706406,Pão de Açúcar,24351,24307,23721
27,AL,2706422,Pariconha,10539,10546,10573
27,AL,2706448,Paripueira,13332,13484,13991
27,AL,2706505,Passo de Camaragibe,15258,15270,13870
27,AL,2706604,Paulo Jacinto,7560,7556,6570
27,AL,2706703,Penedo,63846,64005,58654
27,AL,2706802,Piaçabuçu,17848,17868,15834
27,AL,2706901,Pilar,35212,35310,35433
27,AL,2707008,Pindoba,2905,2903,2734
27,AL,2707107,Piranhas,25183,25324,22589
27,AL,2707206,Poço das Trincheiras,14418,14447,12480
27,AL,2707305,Porto Calvo,27249,27331,23708
27,AL,2707404,Porto de Pedras,7701,7618,9373
27,AL,2707503,Porto Real do Colégio,20112,20158,20048
27,AL,2707602,Quebrangulo,11248,11202,11069
27,AL,2707701,Rio Largo,75394,75662,93729
27,AL,2707800,Roteiro,6649,6634,6482
27,AL,2707909,Santa Luzia do Norte,7320,7344,6946
27,AL,2708006,Santana do Ipanema,47819,47910,46258
27,AL,2708105,Santana do Mundaú,10687,10637,11307
27,AL,2708204,São Brás,6969,6977,6463
27,AL,2708303,São José da Laje,23996,24064,20742
27,AL,2708402,São José da Tapera,32405,32462,30359
27,AL,2708501,São Luís do Quitunde,34692,34825,30922
27,AL,2708600,São Miguel dos Campos,61797,62328,51978
27,AL,2708709,São Miguel dos Milagres,8013,8073,8711
27,AL,2708808,São Sebastião,34290,34424,31788
27,AL,2708907,Satuba,13936,14042,24087
27,AL,2708956,Senador Rui Palmeira,13921,13893,12300
27,AL,2709004,Tanque d'Arca,6138,6115,5746
27,AL,2709103,Taquarana,20072,20162,19004
27,AL,2709152,Teotônio Vilela,44372,44570,37999
27,AL,2709202,Traipu,27826,27934,23486
27,AL,2709301,União dos Palmares,65790,65963,59093
27,AL,2709400,Viçosa,25693,25655,24089
28,SE,2800100,Amparo de São Francisco,2380,2386,2174
28,SE,2800209,Aquidabã,21681,21796,20126
28,SE,2800308,Aracaju,664908,672614,605309
28,SE,2800407,Arauá,9947,9840,10338
28,SE,2800506,Areia Branca,18686,18825,18101
28,SE,2800605,Barra dos Coqueiros,30930,31439,41644
28,SE,2800670,Boquim,26899,26980,24669
28,SE,2800704,Brejo Grande,8353,8396,7838
28,SE,2801009,Campo do Brito,18218,18325,18151
28,SE,2801108,Canhoba,4006,4003,3792
28,SE,2801207,Canindé de São Francisco,30402,30894,26871
28,SE,2801306,Capela,34514,34808,31674
28,SE,2801405,Carira,22239,22393,19935
28,SE,2801504,Carmópolis,16937,17232,13904
28,SE,2801603,Cedro de São João,5913,5929,5384
28,SE,2801702,Cristinápolis,18029,18181,17002
28,SE,2801900,Cumbe,3998,4008,3829
28,SE,2802007,Divina Pastora,5215,5290,4359
28,SE,2802106,Estância,69556,69919,64771
28,SE,2802205,Feira Nova,5601,5617,5978
28,SE,2802304,Frei Paulo,15556,15688,14561
28,SE,2802403,Gararu,11601,11599,11089
28,SE,2802502,General Maynard,3384,3421,3035
28,SE,2802601,Graccho Cardoso,5824,5831,5835
28,SE,2802700,Ilha das Flores,8521,8522,8289
28,SE,2802809,Indiaroba,18149,18337,16082
28,SE,2802908,Itabaiana,96142,96839,103620
28,SE,2803005,Itabaianinha,42166,42399,40313
28,SE,2803104,Itabi,4886,4869,4746
28,SE,2803203,Itaporanga d'Ajuda,34709,35054,34414
28,SE,2803302,Japaratuba,18907,19067,15848
28,SE,2803401,Japoatã,13429,13422,13416
28,SE,2803500,Lagarto,105221,106015,101642
28,SE,2803609,Laranjeiras,30080,30327,24003
28,SE,2803708,Macambira,6961,7002,6839
28,SE,2803807,Malhada dos Bois,3699,3715,3580
28,SE,2803906,Malhador,12653,12689,11532
28,SE,2804003,Maruim,17271,17328,15783
28,SE,2804102,Moita Bonita,11348,11361,11061
28,SE,2804201,Monte Alegre de Sergipe,15175,15315,14346
28,SE,2804300,Muribeca,7639,7653,7821
28,SE,2804409,Neópolis,18703,18688,16450
28,SE,2804458,Nossa Senhora Aparecida,8809,8822,9243
28,SE,2804508,Nossa Senhora da Glória,37324,37715,41267
28,SE,2804607,Nossa Senhora das Dores,26795,26957,25000
28,SE,2804706,Nossa Senhora de Lourdes,6496,6509,6263
28,SE,2804805,Nossa Senhora do Socorro,185706,187733,192375
28,SE,2804904,Pacatuba,14540,14650,12493
28,SE,2805000,Pedra Mole,3285,3309,2787
28,SE,2805109,Pedrinhas,9665,9727,7393
28,SE,2805208,Pinhão,6627,6678,5674
28,SE,2805307,Pirambu,9359,9436,7908
28,SE,2805406,Poço Redondo,35122,35461,33462
28,SE,2805505,Poço Verde,23867,24003,21776
28,SE,2805604,Porto da Folha,28693,28788,26630
28,SE,2805703,Propriá,29692,29756,26648
28,SE,2805802,Riachão do Dantas,19809,19813,18321
28,SE,2805901,Riachuelo,10284,10354,8744
28,SE,2806008,Ribeirópolis,18773,18891,17032
28,SE,2806107,Rosário do Catete,11008,11158,9315
28,SE,2806206,Salgado,20025,20051,20294
28,SE,2806305,Santa Luzia do Itanhy,14121,14205,13480
28,SE,2806404,Santana do São Francisco,7844,7906,7347
28,SE,2806503,Santa Rosa de Lima,3923,3933,3940
28,SE,2806602,Santo Amaro das Brotas,12151,12200,11128
28,SE,2806701,São Cristóvão,91093,92090,95700
28,SE,2806800,São Domingos,11207,11276,10332
28,SE,2806909,São Francisco,3781,3837,3246
28,SE,2807006,São Miguel do Aleixo,3947,3964,3433
28,SE,2807105,Simão Dias,40606,40724,42712
28,SE,2807204,Siriri,8970,9046,7841
28,SE,2807303,Telha,3249,3271,3279
28,SE,2807402,Tobias Barreto,52530,52861,50583
28,SE,2807501,Tomar do Geru,13535,13534,12029
28,SE,2807600,Umbaúba,25550,25800,24039
29,BA,2900108,Abaíra,8710,8681,7290
29,BA,2900207,Abaré,20347,20594,18766
29,BA,2900306,Acajutiba,15187,15214,13715
29,BA,2900355,Adustina,17126,17209,14166
29,BA,2900405,Água Fria,17033,17096,17398
29,BA,2900504,Érico Cardoso,10560,10513,10581
29,BA,2900603,Aiquara,4416,4387,4566
29,BA,2900702,Alagoinhas,152327,153023,157864
29,BA,2900801,Alcobaça,22490,22509,23633
29,BA,2900900,Almadina,5366,5273,5195
29,BA,2901007,Amargosa,37441,37631,36260
29,BA,2901106,Amélia Rodrigues,25048,24997,23639
29,BA,2901155,América Dourada,16090,16086,15104
29,BA,2901205,Anagé,21607,21229,25452
29,BA,2901304,Andaraí,13132,13122,13406
29,BA,2901353,Andorinha,14503,14416,15011
29,BA,2901403,Angical,13938,13902,14973
29,BA,2901502,Anguera,11297,11369,11019
29,BA,2901601,Antas,19479,19659,14453
29,BA,2901700,Antônio Cardoso,11677,11670,11268
29,BA,2901809,Antônio Gonçalves,11878,11955,11921
29,BA,2901908,Aporá,17788,17840,16909
29,BA,2901957,Apuarema,7302,7274,6900
29,BA,2902005,Aracatu,13045,12960,13819
29,BA,2902054,Araçás,12208,12237,12605
29,BA,2902104,Araci,54648,54903,51377
29,BA,2902203,Aramari,11461,11519,9781
29,BA,2902252,Arataca,10961,10904,8219
29,BA,2902302,Aratuípe,8837,8848,10006
29,BA,2902401,Aurelino Leal,11299,11079,11782
29,BA,2902500,Baianópolis,13929,13979,13618
29,BA,2902609,Baixa Grande,20449,20431,17880
29,BA,2902658,Banzaê,13240,13251,11869
29,BA,2902708,Barra,53910,54225,50543
29,BA,2902807,Barra da Estiva,20392,20198,26031
29,BA,2902906,Barra do Choça,31209,30831,40025
29,BA,2903003,Barra do Mendes,13833,13128,13852
29,BA,2903102,Barra do Rocha,5612,5515,6682
29,BA,2903201,Barreiras,156975,158432,165413
29,BA,2903235,Barro Alto,15054,15171,13761
29,BA,2903276,Barrocas,16105,16225,15396
29,BA,2903300,Barro Preto,5448,5312,5820
29,BA,2903409,Belmonte,23437,23540,20565
29,BA,2903508,Belo Campo,17109,17013,18399
29,BA,2903607,Biritinga,15984,15989,15151
29,BA,2903706,Boa Nova,12329,12039,14160
29,BA,2903805,Boa Vista do Tupim,18531,18491,19320
